t;Solar;Onshore;Offshore;Battery_stock;Battery_charge;Battery_discharge;STEP_stock;STEP_charge;STEP_discharge;H2_CCG;H2_TAC;Hydro;hy_th_fatal;Load;Defailance;Exces
1;0.0;643.39;72.61;0.0;0.0;0.0;0.0;0.0;0.0;2150.0;1275.0;2741.0;881.0;7763.0;0.0;0.0
2;0.0;511.3;57.7;0.0;0.0;-0.0;-0.0;0.0;0.0;2150.0;1275.0;2416.0;878.0;7288.0;0.0;0.0
3;0.0;438.51;49.49;0.0;0.0;-0.0;-0.0;0.0;0.0;2150.0;1275.0;2127.0;873.0;6913.0;0.0;0.0
4;0.0;333.38;37.62;0.0;0.0;-0.0;-0.0;0.0;0.0;2150.0;1275.0;1818.0;872.0;6486.0;0.0;0.0
5;0.0;345.96;39.04;0.0;0.0;-0.0;-0.0;0.0;0.0;2150.0;1275.0;1599.0;875.0;6284.0;0.0;0.0
6;0.0;309.11;34.89;0.0;0.0;-0.0;-0.0;-0.0;0.0;2150.0;1275.0;1632.0;880.0;6281.0;0.0;0.0
7;329.97;319.0;36.0;0.0;0.0;-0.0;0.0;-0.0;0.0;2150.0;1275.0;1384.03;911.0;6405.0;0.0;0.0
8;3311.95;419.64;47.36;0.0;0.0;-0.0;0.0;-0.0;0.0;2032.05;0.0;0.0;931.0;6742.0;0.0;0.0
9;8298.22;436.71;49.29;0.0;-0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;933.0;7309.0;0.0;1208.22
10;14421.05;391.78;44.22;0.0;0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;935.0;7814.0;0.0;6778.05
11;18845.14;437.61;49.39;-0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;939.0;8021.0;0.0;11050.14
12;21399.38;598.46;67.54;-0.0;0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;941.0;8229.0;0.0;13577.38
13;23098.13;586.78;66.22;-0.0;-0.0;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;939.0;8545.0;0.0;14945.13
14;24576.9;761.11;85.89;0.0;-0.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;935.0;8208.0;0.0;16950.9
15;25945.68;837.49;94.51;0.0;-0.0;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;924.0;7981.0;0.0;18620.68
16;24857.99;835.69;94.31;0.0;-0.0;0.0;6300.0;1200.0;0.0;0.0;0.0;0.0;922.0;7712.0;0.0;17797.99
17;22914.81;797.05;89.95;0.0;-0.0;0.0;7200.0;1200.0;0.0;0.0;0.0;0.0;918.0;7538.0;0.0;15981.81
18;19688.41;827.6;93.4;-0.0;-0.0;0.0;8100.0;1200.0;0.0;0.0;0.0;0.0;911.0;7530.0;0.0;12790.41
19;13785.55;814.12;91.88;-0.0;-0.0;0.0;9000.0;1200.0;0.0;0.0;0.0;0.0;907.0;7755.0;0.0;6643.55
20;7332.74;791.66;89.34;-0.0;-0.0;0.0;9900.0;1200.0;0.0;0.0;0.0;0.0;895.0;7753.0;0.0;155.74
21;2578.68;817.72;92.28;-0.0;0.0;-0.0;10800.0;0.0;374.32;2150.0;510.0;0.0;886.0;7409.0;0.0;0.0
22;366.64;899.49;101.51;-0.0;0.0;-0.0;10425.68;0.0;1200.0;2150.0;1275.0;358.36;881.0;7232.0;0.0;0.0
23;0.0;984.85;111.15;-0.0;0.0;-0.0;9225.68;0.0;1200.0;2150.0;1275.0;1183.0;876.0;7780.0;0.0;0.0
24;0.0;1116.05;125.95;-0.0;0.0;-0.0;8025.68;0.0;1200.0;2150.0;1275.0;1281.0;872.0;8020.0;0.0;0.0
25;0.0;1071.12;120.88;-0.0;0.0;0.0;6825.68;0.0;1200.0;2150.0;1275.0;691.0;893.0;7401.0;0.0;0.0
26;0.0;1187.93;134.07;-0.0;0.0;0.0;5625.68;0.0;1200.0;2150.0;1275.0;135.0;889.0;6971.0;0.0;0.0
27;0.0;1408.09;158.91;0.0;0.0;-0.0;4425.68;0.0;1200.0;2150.0;791.0;0.0;888.0;6596.0;0.0;0.0
28;0.0;1347.88;152.12;-0.0;0.0;-0.0;3225.68;0.0;576.01;2150.0;1055.99;0.0;887.0;6169.0;0.0;0.0
29;0.0;1222.08;137.92;-0.0;0.0;0.0;2649.67;0.0;269.0;2150.0;1275.0;0.0;886.0;5940.0;0.0;0.0
30;12.22;1258.92;142.08;0.0;0.0;-0.0;2380.67;0.0;86.78;2150.0;1275.0;0.0;891.0;5816.0;0.0;0.0
31;672.17;1311.94;148.06;0.0;0.0;-0.0;2293.89;0.0;0.0;2150.0;552.83;0.0;922.0;5757.0;0.0;0.0
32;4191.88;1364.06;153.94;-0.0;0.0;0.0;2293.89;961.88;0.0;302.0;0.0;0.0;938.0;5988.0;0.0;0.0
33;10058.07;1296.66;146.34;0.0;-0.0;0.0;3015.3;1200.0;0.0;0.0;0.0;0.0;944.0;6451.0;0.0;4794.07
34;17451.92;1227.47;138.53;0.0;-0.0;0.0;3915.3;1200.0;0.0;0.0;0.0;0.0;949.0;6979.0;0.0;11587.92
35;24283.59;1273.3;143.7;0.0;-0.0;0.0;4815.3;1200.0;0.0;0.0;0.0;0.0;950.0;7384.0;0.0;18066.59
36;28817.67;1585.11;178.89;0.0;-0.0;0.0;5715.3;1200.0;0.0;0.0;0.0;0.0;950.0;7729.0;0.0;22602.67
37;31762.98;1781.0;201.0;0.0;-0.0;0.0;6615.3;1200.0;0.0;0.0;0.0;0.0;949.0;8139.0;0.0;25354.98
38;32704.02;1822.34;205.66;0.0;-0.0;0.0;7515.3;1200.0;0.0;0.0;0.0;0.0;945.0;7819.0;0.0;26658.02
39;31738.54;1905.01;214.99;0.0;-0.0;0.0;8415.3;1200.0;0.0;0.0;0.0;0.0;943.0;7577.0;0.0;26024.54
40;29697.59;1880.75;212.25;0.0;-0.0;0.0;9315.3;1200.0;0.0;0.0;0.0;0.0;941.0;7379.0;0.0;24152.59
41;24919.09;1985.88;224.12;0.0;-0.0;0.0;10215.3;1200.0;0.0;0.0;0.0;0.0;936.0;7281.0;0.0;19584.09
42;19859.5;2082.03;234.97;-0.0;-0.0;0.0;11115.3;1200.0;0.0;0.0;0.0;0.0;930.0;7352.0;0.0;14554.5
43;13052.28;1932.87;218.13;-0.0;-0.0;0.0;12015.3;1200.0;0.0;0.0;0.0;0.0;928.0;7584.0;0.0;7347.28
44;6746.12;1796.28;202.72;-0.0;-0.0;0.0;12915.3;1200.0;0.0;0.0;0.0;0.0;912.0;7770.0;0.0;687.12
45;2297.59;1747.76;197.24;-0.0;0.0;0.0;13815.3;0.0;0.0;2007.41;510.0;0.0;904.0;7664.0;0.0;0.0
46;366.64;1813.35;204.65;-0.0;0.0;-0.0;13815.3;0.0;828.36;2150.0;1275.0;-0.0;906.0;7544.0;0.0;0.0
47;0.0;1665.98;188.02;-0.0;0.0;-0.0;12986.94;0.0;1200.0;2150.0;1275.0;689.0;906.0;8074.0;0.0;0.0
48;0.0;1851.09;208.91;-0.0;0.0;-0.0;11786.94;0.0;1200.0;2150.0;1275.0;600.0;893.0;8178.0;0.0;0.0
49;0.0;1727.99;195.01;-0.0;0.0;-0.0;10586.94;0.0;1200.0;2150.0;1275.0;67.0;890.0;7505.0;0.0;0.0
50;0.0;1636.33;184.67;-0.0;0.0;-0.0;9386.94;0.0;976.0;2150.0;1275.0;0.0;888.0;7110.0;0.0;0.0
51;0.0;1179.85;133.15;-0.0;0.0;-0.0;8410.94;0.0;1161.0;2150.0;1275.0;0.0;885.0;6784.0;0.0;0.0
52;0.0;1079.21;121.79;-0.0;0.0;-0.0;7249.94;0.0;930.0;2150.0;1275.0;0.0;885.0;6441.0;0.0;0.0
53;0.0;1074.71;121.29;-0.0;0.0;-0.0;6319.94;0.0;922.0;2150.0;1275.0;0.0;890.0;6433.0;0.0;0.0
54;0.0;1030.68;116.32;-0.0;0.0;-0.0;5397.94;0.0;1200.0;2150.0;1275.0;119.0;900.0;6791.0;0.0;0.0
55;513.29;978.56;110.44;-0.0;0.0;-0.0;4197.94;0.0;1200.0;2150.0;1275.0;316.71;937.0;7481.0;0.0;0.0
56;3165.3;912.07;102.93;0.0;0.0;-0.0;2997.94;0.0;0.0;2150.0;1073.7;0.0;961.0;8365.0;0.0;0.0
57;8139.34;927.34;104.66;-0.0;0.0;0.0;2997.94;1174.34;0.0;0.0;0.0;0.0;968.0;8965.0;0.0;0.0
58;14604.37;901.28;101.72;0.0;-0.0;0.0;3878.7;1200.0;0.0;0.0;0.0;0.0;967.0;9394.0;0.0;5980.37
59;20177.25;961.49;108.51;0.0;0.0;0.0;4778.7;1200.0;0.0;0.0;0.0;0.0;964.0;9645.0;0.0;11366.25
60;24369.14;1050.45;118.55;-0.0;-0.0;0.0;5678.7;1200.0;0.0;0.0;0.0;0.0;963.0;9866.0;0.0;15435.14
61;27180.02;1234.66;139.34;0.0;0.0;0.0;6578.7;1200.0;0.0;0.0;0.0;0.0;958.0;10029.0;0.0;18283.02
62;28658.79;1201.41;135.59;-0.0;-0.0;0.0;7478.7;1200.0;0.0;0.0;0.0;0.0;954.0;9935.0;0.0;19814.79
63;29477.61;1290.37;145.63;0.0;-0.0;0.0;8378.7;1200.0;0.0;0.0;0.0;0.0;954.0;9915.0;0.0;20752.61
64;28023.29;1328.11;149.89;0.0;-0.0;0.0;9278.7;1200.0;0.0;0.0;0.0;0.0;954.0;9675.0;0.0;19580.29
65;25872.35;1231.07;138.93;0.0;-0.0;0.0;10178.7;1200.0;0.0;0.0;0.0;0.0;951.0;9456.0;0.0;17537.35
66;21411.6;1045.06;117.94;-0.0;-0.0;0.0;11078.7;1200.0;0.0;0.0;0.0;0.0;947.0;9304.0;0.0;13017.6
67;15190.99;849.17;95.83;-0.0;-0.0;0.0;11978.7;1200.0;0.0;0.0;0.0;0.0;944.0;9356.0;0.0;6523.99
68;8408.21;650.58;73.42;-0.0;-0.0;0.0;12878.7;830.21;0.0;0.0;0.0;0.0;925.0;9227.0;0.0;0.0
69;2994.2;472.66;53.34;0.0;0.0;-0.0;13501.35;0.0;827.8;2150.0;1275.0;-0.0;912.0;8685.0;0.0;0.0
70;329.97;423.24;47.76;-0.0;0.0;-0.0;12673.55;0.0;1200.0;2150.0;1275.0;2034.03;905.0;8365.0;0.0;0.0
71;0.0;362.13;40.87;-0.0;0.0;-0.0;11473.55;0.0;1200.0;2150.0;1275.0;2880.0;901.0;8809.0;0.0;0.0
72;0.0;368.42;41.58;0.0;0.0;-0.0;10273.55;0.0;1200.0;2150.0;1275.0;2907.0;890.0;8832.0;0.0;0.0
73;0.0;387.29;43.71;0.0;0.0;-0.0;9073.55;0.0;1200.0;2150.0;1275.0;2140.0;890.0;8086.0;0.0;0.0
74;0.0;330.68;37.32;0.0;0.0;-0.0;7873.55;0.0;1200.0;2150.0;1275.0;1762.0;889.0;7644.0;0.0;0.0
75;0.0;432.22;48.78;0.0;0.0;-0.0;6673.55;0.0;1200.0;2150.0;1275.0;1329.0;886.0;7321.0;0.0;0.0
76;0.0;466.37;52.63;0.0;0.0;-0.0;5473.55;0.0;1200.0;2150.0;1275.0;919.0;885.0;6948.0;0.0;0.0
77;0.0;434.02;48.98;0.0;0.0;-0.0;4273.55;0.0;1200.0;2150.0;1275.0;862.0;891.0;6861.0;0.0;0.0
78;12.22;483.44;54.56;0.0;0.0;0.0;3073.55;0.0;1200.0;2150.0;1275.0;1051.78;901.0;7128.0;0.0;0.0
79;635.5;560.72;63.28;-0.0;0.0;-0.0;1873.55;0.0;1200.0;2150.0;1275.0;910.5;938.0;7733.0;0.0;0.0
80;4240.77;608.34;68.66;0.0;0.0;-0.0;673.55;0.0;0.0;2150.0;524.23;0.0;961.0;8553.0;0.0;0.0
81;9923.64;673.94;76.06;0.0;-0.0;0.0;673.55;1200.0;0.0;0.0;0.0;0.0;969.0;9168.0;0.0;1274.64
82;17097.5;823.11;92.89;0.0;-0.0;0.0;1573.55;1200.0;0.0;0.0;0.0;0.0;967.0;9575.0;0.0;8205.5
83;23721.41;942.62;106.38;0.0;-0.0;0.0;2473.55;1200.0;0.0;0.0;0.0;0.0;965.0;9806.0;0.0;14729.41
84;28695.45;1075.61;121.39;0.0;-0.0;0.0;3373.55;1200.0;0.0;0.0;0.0;0.0;964.0;10037.0;0.0;19619.45
85;32190.73;1163.67;131.33;0.0;0.0;0.0;4273.55;1200.0;0.0;0.0;0.0;0.0;959.0;10149.0;0.0;23095.73
86;33718.38;1456.61;164.39;-0.0;0.0;0.0;5173.55;1200.0;0.0;0.0;0.0;0.0;955.0;10042.0;0.0;25052.38
87;32972.88;1639.93;185.07;-0.0;0.0;0.0;6073.55;1200.0;0.0;0.0;0.0;0.0;955.0;10047.0;0.0;24505.88
88;30846.39;1858.28;209.72;-0.0;0.0;0.0;6973.55;1200.0;0.0;0.0;0.0;0.0;955.0;9842.0;0.0;22827.39
89;26837.83;1945.45;219.55;-0.0;-0.0;0.0;7873.55;1200.0;0.0;0.0;0.0;0.0;952.0;9648.0;0.0;19106.83
90;21106.07;2076.64;234.36;-0.0;-0.0;0.0;8773.55;1200.0;0.0;0.0;0.0;0.0;948.0;9510.0;0.0;13655.07
91;14274.4;1825.93;206.07;-0.0;-0.0;0.0;9673.55;1200.0;0.0;0.0;0.0;0.0;944.0;9550.0;0.0;6500.4
92;7283.85;2035.3;229.7;-0.0;-0.0;0.0;10573.55;1070.85;0.0;0.0;0.0;0.0;926.0;9404.0;0.0;0.0
93;2444.25;2224.91;251.09;-0.0;-0.0;0.0;11376.7;0.0;0.0;2150.0;848.75;0.0;912.0;8831.0;0.0;0.0
94;268.87;2318.36;261.64;-0.0;0.0;0.0;11376.7;0.0;1200.0;2150.0;1275.0;111.13;905.0;8490.0;0.0;0.0
95;0.0;2370.48;267.52;-0.0;0.0;0.0;10176.7;0.0;1200.0;2150.0;1275.0;787.0;902.0;8952.0;0.0;0.0
96;0.0;2556.49;288.51;-0.0;0.0;0.0;8976.7;0.0;1200.0;2150.0;1275.0;599.0;891.0;8960.0;0.0;0.0
97;0.0;2491.79;281.21;0.0;0.0;-0.0;7776.7;0.0;1060.0;2150.0;1275.0;0.0;889.0;8147.0;0.0;0.0
98;0.0;2131.45;240.55;-0.0;0.0;-0.0;6716.7;0.0;1028.0;2150.0;1275.0;0.0;887.0;7712.0;0.0;0.0
99;0.0;1925.68;217.32;-0.0;0.0;-0.0;5688.7;0.0;945.0;2150.0;1275.0;0.0;885.0;7398.0;0.0;0.0
100;0.0;1506.93;170.07;-0.0;0.0;-0.0;4743.7;0.0;1052.0;2150.0;1275.0;0.0;884.0;7038.0;0.0;0.0
101;0.0;1495.25;168.75;-0.0;0.0;-0.0;3691.7;0.0;987.0;2150.0;1275.0;0.0;890.0;6966.0;0.0;0.0
102;0.0;1350.58;152.42;-0.0;0.0;-0.0;2704.7;0.0;1200.0;2150.0;1275.0;208.0;899.0;7235.0;0.0;0.0
103;342.19;1239.15;139.85;-0.0;0.0;0.0;1504.7;0.0;1200.0;2150.0;1275.0;555.81;936.0;7838.0;0.0;0.0
104;2334.26;1212.2;136.8;0.0;0.0;-0.0;304.7;0.0;304.7;2150.0;1275.0;306.05;960.0;8679.0;0.0;0.0
105;5743.98;1154.69;130.31;0.0;0.0;-0.0;0.0;0.0;0.0;1297.02;0.0;0.0;967.0;9293.0;0.0;0.0
106;9605.89;1206.81;136.19;0.0;-0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;965.0;9704.0;0.0;1009.89
107;11133.54;1152.89;130.11;0.0;-0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;963.0;9924.0;0.0;2255.54
108;12722.3;1188.83;134.17;0.0;-0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;962.0;10118.0;0.0;3689.3
109;12917.84;1261.62;142.38;0.0;-0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;957.0;10176.0;0.0;3902.84
110;13504.46;1181.64;133.36;0.0;-0.0;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;953.0;10006.0;0.0;4566.46
111;14005.53;1078.31;121.69;-0.0;-0.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;953.0;9926.0;0.0;5032.53
112;13871.1;1249.04;140.96;-0.0;-0.0;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;953.0;9633.0;0.0;5381.1
113;12502.32;1241.85;140.15;-0.0;-0.0;0.0;6300.0;1200.0;0.0;0.0;0.0;0.0;949.0;9360.0;0.0;4273.32
114;10461.37;1155.59;130.41;-0.0;-0.0;0.0;7200.0;1200.0;0.0;0.0;0.0;0.0;946.0;9167.0;0.0;2326.37
115;7124.98;1236.46;139.54;-0.0;-0.0;0.0;8100.0;369.98;0.0;151.0;0.0;0.0;942.0;9224.0;0.0;0.0
116;4094.11;1069.32;120.68;-0.0;0.0;0.0;8377.48;0.0;0.0;2150.0;739.89;0.0;924.0;9098.0;0.0;0.0
117;1271.01;1001.03;112.97;0.0;0.0;-0.0;8377.48;0.0;1200.0;2150.0;1275.0;606.99;911.0;8528.0;0.0;0.0
118;158.88;1007.32;113.68;-0.0;0.0;-0.0;7177.48;0.0;1200.0;2150.0;1275.0;1357.12;904.0;8166.0;0.0;0.0
119;0.0;843.78;95.22;-0.0;0.0;-0.0;5977.48;0.0;1200.0;2150.0;1275.0;2135.0;901.0;8600.0;0.0;0.0
120;0.0;727.86;82.14;-0.0;0.0;-0.0;4777.48;0.0;1200.0;2150.0;1275.0;2350.0;890.0;8675.0;0.0;0.0
121;0.0;758.41;85.59;-0.0;0.0;-0.0;3577.48;0.0;1200.0;2150.0;1275.0;1572.0;889.0;7930.0;0.0;0.0
122;0.0;617.33;69.67;-0.0;0.0;-0.0;2377.48;0.0;1200.0;2150.0;1275.0;1296.0;888.0;7496.0;0.0;0.0
123;0.0;496.02;55.98;-0.0;0.0;-0.0;1177.48;0.0;1177.48;2150.0;1275.0;1140.52;885.0;7180.0;0.0;0.0
124;0.0;432.22;48.78;-0.0;0.0;-0.0;-0.0;0.0;0.0;2150.0;1275.0;2019.0;885.0;6810.0;0.0;0.0
125;0.0;422.34;47.66;-0.0;0.0;0.0;0.0;0.0;0.0;2150.0;1275.0;1942.0;890.0;6727.0;0.0;0.0
126;0.0;415.15;46.85;-0.0;0.0;0.0;0.0;0.0;0.0;2150.0;1275.0;2223.0;900.0;7010.0;0.0;0.0
127;305.53;398.97;45.03;-0.0;0.0;0.0;0.0;0.0;0.0;2150.0;1275.0;2518.47;936.0;7629.0;0.0;0.0
128;1930.95;547.24;61.76;-0.0;0.0;0.0;0.0;0.0;0.0;2150.0;1275.0;1509.05;960.0;8434.0;0.0;0.0
129;4851.83;637.1;71.9;-0.0;0.0;0.0;0.0;0.0;0.0;2003.17;510.0;0.0;968.0;9042.0;0.0;0.0
130;7894.92;700.9;79.1;-0.0;-0.0;0.0;0.0;376.92;0.0;151.0;0.0;0.0;966.0;9415.0;0.0;0.0
131;9092.6;712.58;80.42;-0.0;-0.0;0.0;282.69;1200.0;0.0;0.0;0.0;0.0;964.0;9594.0;0.0;55.6
132;10363.61;682.93;77.07;-0.0;-0.0;0.0;1182.69;1200.0;0.0;0.0;0.0;0.0;963.0;9772.0;0.0;1114.61
133;10986.89;721.57;81.43;0.0;-0.0;0.0;2082.69;1200.0;0.0;0.0;0.0;0.0;957.0;9826.0;0.0;1720.89
134;11940.14;757.51;85.49;-0.0;-0.0;0.0;2982.69;1200.0;0.0;0.0;0.0;0.0;953.0;9646.0;0.0;2890.14
135;12661.2;742.23;83.77;0.0;-0.0;0.0;3882.69;1200.0;0.0;0.0;0.0;0.0;953.0;9527.0;0.0;3713.2
136;12685.64;848.27;95.73;0.0;-0.0;0.0;4782.69;1200.0;0.0;0.0;0.0;0.0;953.0;9223.0;0.0;4159.64
137;12832.29;787.16;88.84;-0.0;-0.0;0.0;5682.69;1200.0;0.0;0.0;0.0;0.0;950.0;8962.0;0.0;4496.29
138;10693.58;944.42;106.58;-0.0;-0.0;0.0;6582.69;1200.0;0.0;0.0;0.0;0.0;947.0;8805.0;0.0;2686.58
139;8090.46;967.78;109.22;-0.0;-0.0;0.0;7482.69;1159.46;0.0;0.0;0.0;0.0;943.0;8951.0;0.0;0.0
140;4509.63;989.35;111.65;-0.0;-0.0;0.0;8352.28;0.0;0.0;1853.37;510.0;0.0;924.0;8898.0;0.0;0.0
141;1478.77;931.84;105.16;0.0;0.0;-0.0;8352.28;0.0;1200.0;2150.0;1275.0;302.23;911.0;8354.0;0.0;0.0
142;268.87;899.49;101.51;-0.0;0.0;-0.0;7152.28;0.0;1200.0;2150.0;1275.0;1200.13;904.0;7999.0;0.0;0.0
143;0.0;1015.41;114.59;0.0;0.0;-0.0;5952.28;0.0;1200.0;2150.0;1275.0;1778.0;901.0;8434.0;0.0;0.0
144;0.0;996.54;112.46;0.0;0.0;-0.0;4752.28;0.0;1200.0;2150.0;1275.0;1931.0;890.0;8555.0;0.0;0.0
145;0.0;981.26;110.74;-0.0;0.0;0.0;3552.28;0.0;1200.0;2150.0;1275.0;1331.0;890.0;7938.0;0.0;0.0
146;0.0;1111.55;125.45;0.0;0.0;-0.0;2352.28;0.0;1200.0;2150.0;1275.0;756.0;889.0;7507.0;0.0;0.0
147;0.0;1027.99;116.01;0.0;0.0;-0.0;1152.28;0.0;1152.28;2150.0;1275.0;583.72;886.0;7191.0;0.0;0.0
148;0.0;947.11;106.89;0.0;0.0;-0.0;-0.0;0.0;0.0;2150.0;1275.0;1454.0;886.0;6819.0;0.0;0.0
149;0.0;987.55;111.45;0.0;0.0;-0.0;-0.0;0.0;0.0;2150.0;1275.0;1317.0;891.0;6732.0;0.0;0.0
150;0.0;1096.28;123.72;-0.0;0.0;-0.0;-0.0;0.0;0.0;2150.0;1275.0;1498.0;901.0;7044.0;0.0;0.0
151;427.74;1136.72;128.28;-0.0;0.0;0.0;-0.0;0.0;0.0;2150.0;1275.0;1599.26;938.0;7655.0;0.0;0.0
152;2480.91;1151.09;129.91;-0.0;0.0;0.0;0.0;0.0;-0.0;2150.0;1275.0;283.09;962.0;8432.0;0.0;0.0
153;7283.85;1381.13;155.87;-0.0;-0.0;0.0;0.0;916.85;0.0;151.0;0.0;0.0;970.0;9025.0;0.0;0.0
154;12416.77;1347.88;152.12;0.0;-0.0;0.0;687.64;1200.0;0.0;0.0;0.0;0.0;968.0;9393.0;0.0;4291.77
155;16278.68;1333.51;150.49;0.0;-0.0;0.0;1587.64;1200.0;0.0;0.0;0.0;0.0;966.0;9541.0;0.0;7987.68
156;19333.99;1254.43;141.57;0.0;0.0;0.0;2487.64;1200.0;0.0;0.0;0.0;0.0;965.0;9671.0;0.0;10823.99
157;20140.59;1228.37;138.63;-0.0;0.0;0.0;3387.64;1200.0;0.0;0.0;0.0;0.0;960.0;9725.0;0.0;11542.59
158;21057.18;1134.92;128.08;-0.0;-0.0;0.0;4287.64;1200.0;0.0;0.0;0.0;0.0;955.0;9488.0;0.0;12587.18
159;21814.9;1011.81;114.19;0.0;0.0;0.0;5187.64;1200.0;0.0;0.0;0.0;0.0;955.0;9310.0;0.0;13385.9
160;21484.93;966.88;109.12;-0.0;-0.0;0.0;6087.64;1200.0;0.0;0.0;0.0;0.0;955.0;8976.0;0.0;13339.93
161;20446.12;950.71;107.29;-0.0;-0.0;0.0;6987.64;1200.0;0.0;0.0;0.0;0.0;952.0;8684.0;0.0;12572.12
162;16706.42;881.52;99.48;-0.0;-0.0;0.0;7887.64;1200.0;0.0;0.0;0.0;0.0;949.0;8570.0;0.0;8866.42
163;11842.37;971.37;109.63;-0.0;-0.0;0.0;8787.64;1200.0;0.0;0.0;0.0;0.0;945.0;8678.0;0.0;3990.37
164;6037.29;970.48;109.52;-0.0;-0.0;0.0;9687.64;0.0;0.0;475.71;0.0;0.0;926.0;8519.0;0.0;0.0
165;2065.39;877.02;98.98;0.0;0.0;-0.0;9687.64;0.0;679.61;2150.0;1275.0;0.0;913.0;8059.0;0.0;0.0
166;268.87;780.87;88.13;-0.0;0.0;-0.0;9008.03;0.0;1200.0;2150.0;1275.0;1109.13;906.0;7778.0;0.0;0.0
167;0.0;685.62;77.38;-0.0;0.0;-0.0;7808.03;0.0;1200.0;2150.0;1275.0;1992.0;902.0;8282.0;0.0;0.0
168;0.0;584.08;65.92;0.0;0.0;-0.0;6608.03;0.0;1200.0;2150.0;1275.0;2264.0;892.0;8431.0;0.0;0.0
169;0.0;584.08;65.92;0.0;0.0;0.0;1200.0;0.0;1200.0;2150.0;1275.0;1612.0;894.0;7781.0;0.0;0.0
170;0.0;522.08;58.92;0.0;0.0;-0.0;0.0;0.0;-0.0;2150.0;1275.0;2407.0;890.0;7303.0;0.0;0.0
171;0.0;457.38;51.62;0.0;0.0;-0.0;-0.0;0.0;0.0;2150.0;1275.0;2097.0;889.0;6920.0;0.0;0.0
172;0.0;546.34;61.66;0.0;0.0;-0.0;0.0;0.0;-0.0;2150.0;1275.0;1556.0;888.0;6477.0;0.0;0.0
173;0.0;482.54;54.46;0.0;0.0;-0.0;0.0;0.0;-0.0;2150.0;1275.0;1425.0;887.0;6274.0;0.0;0.0
174;0.0;478.95;54.05;0.0;0.0;-0.0;0.0;0.0;-0.0;2150.0;1275.0;1431.0;892.0;6281.0;0.0;0.0
175;427.75;559.82;63.18;0.0;0.0;-0.0;0.0;0.0;-0.0;2150.0;1275.0;1005.25;923.0;6404.0;0.0;0.0
176;2835.35;550.84;62.16;0.0;0.0;-0.0;0.0;67.35;0.0;2150.0;255.0;0.0;938.0;6724.0;0.0;0.0
177;7345.02;613.74;69.26;0.0;0.0;0.0;50.51;1200.0;0.0;0.0;0.0;0.0;945.0;7291.0;0.0;482.02
178;13101.27;708.09;79.91;0.0;0.0;0.0;950.51;1200.0;0.0;0.0;0.0;0.0;950.0;7795.0;0.0;5844.27
179;15899.95;792.56;89.44;0.0;0.0;0.0;1850.51;1200.0;0.0;0.0;0.0;0.0;951.0;8015.0;0.0;8517.95
180;18674.2;847.37;95.63;0.0;0.0;0.0;2750.51;1200.0;0.0;0.0;0.0;0.0;951.0;8167.0;0.0;11201.2
181;20018.54;868.94;98.06;0.0;0.0;0.0;3650.51;1200.0;0.0;0.0;0.0;0.0;950.0;8424.0;0.0;12311.54
182;20984.03;859.95;97.05;0.0;0.0;0.0;4550.51;1200.0;0.0;0.0;0.0;0.0;946.0;8064.0;0.0;13623.03
183;22218.38;801.54;90.46;0.0;0.0;0.0;5450.51;1200.0;0.0;0.0;0.0;0.0;944.0;7769.0;0.0;15085.38
184;21631.76;840.18;94.82;0.0;0.0;0.0;6350.51;1200.0;0.0;0.0;0.0;0.0;943.0;7450.0;0.0;14859.76
185;20104.09;873.43;98.57;0.0;1.35;0.0;7250.51;1200.0;0.0;0.0;0.0;0.0;937.0;7236.0;0.0;13575.74
186;16168.82;1013.61;114.39;1.15;3.83;0.0;8150.51;1200.0;0.0;0.0;0.0;0.0;931.0;7180.0;0.0;9843.99
187;11292.51;1082.8;122.2;4.41;3.83;0.0;9050.51;1200.0;0.0;0.0;0.0;0.0;929.0;7396.0;0.0;4826.68
188;5927.35;1058.54;119.46;7.67;0.0;0.0;9950.51;1033.35;0.0;430.0;0.0;0.0;912.0;7414.0;0.0;0.0
189;1943.19;979.46;110.54;7.67;0.0;0.0;10725.52;0.0;1043.81;2150.0;0.0;0.0;905.0;7132.0;0.0;0.0
190;268.87;1093.58;123.42;7.67;0.0;-0.0;9681.71;0.0;1194.13;2150.0;1275.0;0.0;907.0;7012.0;0.0;0.0
191;0.0;960.59;108.41;7.67;0.0;3.83;8487.58;0.0;1200.0;2150.0;1275.0;1061.17;907.0;7666.0;0.0;0.0
