t;Solar;Onshore;Offshore;Battery_stock;Battery_charge;Battery_discharge;STEP_stock;STEP_charge;STEP_discharge;H2_CCG;H2_TAC;H2_Stock;Hydro;Hydro_lac_utilization_rate;hy_th_fatal;Load;Defailance;Exces
1;0.0;4434.31;1968.38;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;340.0;9.99932e6;2429.31;1.0;1025.0;10197.0;0.0;0.0
2;0.0;4112.19;1825.4;0.0;188.58;0.0;0.0;1200.0;0.0;4300.0;0.0;9.99072e6;0.0;1.0;1023.0;9872.0;0.0;0.0
3;0.0;3390.27;1504.94;160.3;0.0;0.0;900.0;618.21;0.0;4300.0;0.0;9.98212e6;0.0;1.0;1022.0;9599.0;0.0;0.0
4;0.0;2892.24;1283.86;160.3;0.0;0.0;1363.66;319.1;0.0;4300.0;0.0;9.97352e6;0.0;1.0;1022.0;9179.0;0.0;0.0
5;0.0;2414.77;1071.91;160.3;0.0;0.0;1602.98;0.0;1.32;4300.0;255.0;9.96441e6;0.0;1.0;1022.0;9065.0;0.0;0.0
6;0.0;2078.94;922.84;160.3;0.0;136.25;1601.66;0.0;390.97;4300.0;425.0;9.95496e6;0.0;1.0;1021.0;9275.0;0.0;0.0
7;0.0;2133.77;947.18;0.0;0.0;0.0;1210.69;0.0;937.05;4300.0;340.0;9.94568e6;0.0;1.0;1023.0;9681.0;0.0;0.0
8;0.0;2417.05;1072.93;-0.0;0.0;-0.0;273.64;0.0;273.64;4300.0;425.0;9.93623e6;597.38;1.0;1026.0;10112.0;0.0;0.0
9;21.0;2670.64;1185.49;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;425.0;9.92678e6;1037.87;1.0;1032.0;10672.0;0.0;0.0
10;175.0;3024.74;1342.68;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;340.0;9.9175e6;1010.58;1.0;1036.0;11229.0;0.0;0.0
11;496.0;3570.75;1585.05;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;340.0;9.90822e6;190.2;1.0;1039.0;11521.0;0.0;0.0
12;698.0;3337.73;1481.61;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;340.0;9.89894e6;529.66;1.0;1040.0;11727.0;0.0;0.0
13;814.0;3502.21;1554.63;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;425.0;9.88949e6;344.16;1.0;1040.0;11980.0;0.0;0.0
14;764.0;3721.53;1651.98;0.0;0.0;-0.0;0.0;0.0;0.0;4300.0;156.49;9.88057703e6;0.0;1.0;1038.0;11632.0;0.0;0.0
15;596.0;3810.63;1691.53;-0.0;0.0;0.0;-0.0;123.16;0.0;4300.0;0.0;9.87197703e6;0.0;1.0;1038.0;11313.0;0.0;0.0
16;362.0;4194.43;1861.9;0.0;0.0;-0.0;92.37;639.33;0.0;4300.0;0.0;9.86337703e6;0.0;1.0;1038.0;11117.0;0.0;0.0
17;81.0;4925.49;2186.42;-0.0;0.0;0.0;571.87;1200.0;0.0;4018.09;0.0;9.85534084e6;0.0;1.0;1038.0;11049.0;0.0;0.0
18;10.0;5549.17;2463.27;-0.0;0.0;0.0;1471.87;1200.0;0.0;3833.56;0.0;9.84767371e6;0.0;1.0;1037.0;11693.0;0.0;0.0
19;0.0;5775.34;2563.67;-0.0;0.0;0.0;2371.87;1200.0;0.0;3836.99;0.0;9.83999972e6;0.0;1.0;1034.0;12010.0;0.0;0.0
20;0.0;6526.96;2897.31;-0.0;0.0;0.0;3271.87;1200.0;0.0;2725.74;0.0;9.83454825e6;0.0;1.0;1031.0;11981.0;0.0;0.0
21;0.0;6106.6;2710.71;-0.0;0.0;0.0;4171.87;1152.31;0.0;2580.0;0.0;9.82938825e6;0.0;1.0;1028.0;11273.0;0.0;0.0
22;0.0;5738.79;2547.44;-0.0;0.0;0.0;5036.1;1200.0;0.0;2470.77;0.0;9.8244467e6;0.0;1.0;1029.0;10586.0;0.0;0.0
23;0.0;5604.0;2487.61;0.0;0.0;0.0;5936.1;1200.0;0.0;2951.39;0.0;9.81854392e6;0.0;1.0;1029.0;10872.0;0.0;0.0
24;0.0;5588.01;2480.51;-0.0;0.0;0.0;6836.1;1200.0;0.0;3252.48;0.0;9.81203895e6;0.0;1.0;1030.0;11151.0;0.0;0.0
25;0.0;4651.34;2064.73;-0.0;0.0;0.0;7736.1;1200.0;0.0;4222.93;0.0;9.80359308e6;0.0;1.0;1027.0;10766.0;0.0;0.0
26;0.0;4452.59;1976.5;-0.0;0.0;0.0;8636.1;1200.0;0.0;4191.92;0.0;9.79520925e6;0.0;1.0;1025.0;10446.0;0.0;0.0
27;0.0;4384.05;1946.07;-0.0;0.0;0.0;9536.1;1200.0;0.0;3920.88;0.0;9.78736749e6;0.0;1.0;1024.0;10075.0;0.0;0.0
28;0.0;4482.28;1989.68;-0.0;0.0;0.0;10436.1;1200.0;0.0;3194.03;0.0;9.78097942e6;0.0;1.0;1023.0;9489.0;0.0;0.0
29;0.0;4356.63;1933.91;-0.0;0.0;0.0;11336.1;1200.0;0.0;3010.46;0.0;9.7749585e6;0.0;1.0;1023.0;9124.0;0.0;0.0
30;0.0;4493.71;1994.75;-0.0;0.0;0.0;12236.1;1200.0;0.0;2741.54;0.0;9.76947542e6;0.0;1.0;1022.0;9052.0;0.0;0.0
31;0.0;4246.98;1885.23;-0.0;0.0;0.0;13136.1;1200.0;0.0;3124.8;0.0;9.76322583e6;0.0;1.0;1025.0;9082.0;0.0;0.0
32;0.0;3876.88;1720.94;-0.0;0.0;0.0;14036.1;1200.0;0.0;3649.18;0.0;9.75592747e6;0.0;1.0;1027.0;9074.0;0.0;0.0
33;15.0;4119.04;1828.44;-0.0;0.0;0.0;14936.1;1200.0;0.0;3407.52;0.0;9.74911243e6;0.0;1.0;1033.0;9203.0;0.0;0.0
34;119.0;3904.29;1733.11;-0.0;0.0;-0.0;15836.1;1145.41;0.0;3870.0;0.0;9.74137243e6;0.0;1.0;1037.0;9518.0;0.0;0.0
35;431.0;4310.94;1913.62;0.0;0.0;0.0;16695.16;1200.0;0.0;3419.43;0.0;9.73453356e6;0.0;1.0;1041.0;9916.0;0.0;0.0
36;659.0;4882.08;2167.15;-0.0;0.0;0.0;17595.16;1200.0;0.0;2715.77;0.0;9.72910202e6;0.0;1.0;1042.0;10266.0;0.0;0.0
37;829.0;5638.27;2502.82;-0.0;60.54;0.0;18495.16;1200.0;0.0;1919.45;0.0;9.72526312e6;0.0;1.0;1042.0;10671.0;0.0;0.0
38;893.0;6166.0;2737.08;51.46;0.0;43.74;19395.16;1016.81;0.0;430.0;0.0;9.72440312e6;0.0;1.0;1040.0;10293.0;0.0;0.0
39;768.0;6389.88;2836.46;0.0;0.0;-0.0;20157.77;1150.34;0.0;0.0;0.0;9.72440312e6;0.0;1.0;1039.0;9883.0;0.0;0.0
40;525.0;6705.15;2976.41;0.0;-0.0;0.0;21020.53;1200.0;0.0;0.0;0.0;9.72466531e6;0.0;1.0;1039.0;9671.0;0.0;374.56
41;147.0;7363.1;3268.47;0.0;0.0;0.0;21920.53;1200.0;0.0;0.0;0.0;9.72533631e6;0.0;1.0;1039.0;9659.0;0.0;958.57
42;8.0;7872.55;3494.62;0.0;-0.0;0.0;22820.53;1200.0;0.0;0.0;0.0;9.72593493e6;0.0;1.0;1038.0;10358.0;0.0;855.17
43;0.0;8347.74;3705.55;0.0;-0.0;0.0;23720.53;1200.0;0.0;0.0;0.0;9.72660994e6;0.0;1.0;1036.0;10925.0;0.0;964.29
44;0.0;8436.84;3745.1;0.0;0.0;0.0;24620.53;1200.0;0.0;0.0;0.0;9.7272875e6;0.0;1.0;1033.0;11047.0;0.0;967.94
45;0.0;8578.48;3807.98;0.0;0.0;0.0;25520.53;1200.0;0.0;0.0;0.0;9.72841762e6;0.0;1.0;1030.0;10602.0;0.0;1614.46
46;0.0;7995.92;3549.38;0.0;0.0;0.0;26420.53;1200.0;0.0;0.0;0.0;9.72932993e6;0.0;1.0;1031.0;10073.0;0.0;1303.3
47;0.0;8132.99;3610.23;0.0;-0.0;0.0;27320.53;1200.0;0.0;0.0;0.0;9.73020088e6;0.0;1.0;1030.0;10329.0;0.0;1244.22
48;0.0;8025.62;3562.56;0.0;-0.0;0.0;28220.53;1200.0;0.0;0.0;0.0;9.73079951e6;0.0;1.0;1032.0;10565.0;0.0;855.18
49;0.0;7593.84;3370.9;0.0;-0.0;0.0;29120.53;1200.0;0.0;0.0;0.0;9.73107373e6;0.0;1.0;1031.0;10404.0;0.0;391.74
50;0.0;7591.56;3369.88;0.0;-0.0;0.0;30020.53;1200.0;0.0;0.0;0.0;9.73150033e6;0.0;1.0;1028.0;10180.0;0.0;609.44
51;0.0;7790.31;3458.11;0.0;-0.0;0.0;30920.53;1200.0;0.0;0.0;0.0;9.73231333e6;0.0;1.0;1026.0;9913.0;0.0;1161.42
52;0.0;8425.42;3740.03;0.0;-0.0;0.0;31820.53;1200.0;0.0;0.0;0.0;9.73406294e6;0.0;1.0;1025.0;9491.0;0.0;2499.45
53;0.0;8738.4;3878.97;0.0;0.0;0.0;32720.53;1200.0;0.0;0.0;0.0;9.7361583e6;0.0;1.0;1024.0;9448.0;0.0;2993.36
54;0.0;8729.26;3874.91;0.0;0.0;0.0;33620.53;1200.0;0.0;0.0;0.0;9.73785731e6;0.0;1.0;1023.0;10000.0;0.0;2427.17
55;0.0;8978.28;3985.45;0.0;0.0;0.0;34520.53;1200.0;0.0;0.0;0.0;9.73895472e6;0.0;1.0;1029.0;11225.0;0.0;1567.72
56;0.0;9380.36;4163.93;0.0;-0.0;0.0;35420.53;1200.0;0.0;0.0;0.0;9.73972982e6;0.0;1.0;1038.0;12275.0;0.0;1107.29
57;19.0;9592.82;4258.24;0.0;-0.0;0.0;36320.53;1200.0;0.0;0.0;0.0;9.74050966e6;0.0;1.0;1041.0;12597.0;0.0;1114.06
58;184.0;9707.05;4308.95;0.0;-0.0;0.0;37220.53;1200.0;0.0;0.0;0.0;9.74147216e6;0.0;1.0;1038.0;12663.0;0.0;1374.99
59;504.0;9556.27;4242.02;0.0;-0.0;0.0;38120.53;1200.0;0.0;0.0;0.0;9.74251536e6;0.0;1.0;1035.0;12647.0;0.0;1490.28
60;716.0;9665.93;4290.69;0.0;0.0;0.0;39020.53;1200.0;0.0;0.0;0.0;9.74376459e6;0.0;1.0;1037.0;12725.0;0.0;1784.62
61;833.0;9940.07;4412.39;0.0;-0.0;0.0;39920.53;1200.0;0.0;0.0;0.0;9.74538611e6;0.0;1.0;1037.0;12706.0;0.0;2316.46
62;826.0;10024.6;4449.91;0.0;2619.85;0.0;40820.53;1200.0;0.0;0.0;0.0;9.74541178e6;0.0;1.0;1036.0;12480.0;0.0;36.66
63;671.0;10387.84;4611.15;2226.87;3265.99;0.0;41720.53;1200.0;0.0;0.0;0.0;9.74541178e6;0.0;1.0;1038.0;12242.0;0.0;0.0
64;378.0;10193.66;4524.95;5002.96;2908.61;0.0;42620.53;1200.0;0.0;0.0;0.0;9.74541178e6;0.0;1.0;1040.0;12028.0;0.0;0.0
65;102.0;10227.92;4540.16;7475.28;2706.09;0.0;43520.53;1200.0;0.0;0.0;0.0;9.74541178e6;0.0;1.0;1040.0;12004.0;0.0;0.0
66;12.0;9885.24;4388.05;9775.46;1669.29;0.0;44420.53;1200.0;0.0;0.0;0.0;9.74541178e6;0.0;1.0;1039.0;12455.0;0.0;0.0
67;0.0;9791.58;4346.47;11194.35;1061.04;0.0;45320.53;1200.0;0.0;0.0;0.0;9.74541178e6;0.0;1.0;1038.0;12915.0;0.0;0.0
68;0.0;9435.19;4188.27;12096.24;810.45;0.0;46220.53;1200.0;0.0;0.0;0.0;9.74541178e6;0.0;1.0;1037.0;12650.0;0.0;0.0
69;0.0;8994.27;3992.55;12785.13;1103.81;0.0;47120.53;1200.0;0.0;0.0;0.0;9.74541178e6;0.0;1.0;1034.0;11717.0;0.0;0.0
70;0.0;8304.33;3686.28;13723.37;848.62;0.0;48020.53;1200.0;0.0;0.0;0.0;9.74541178e6;0.0;1.0;1034.0;10976.0;0.0;0.0
71;0.0;7575.56;3362.78;14444.69;0.0;310.65;48920.53;1200.0;0.0;0.0;0.0;9.74541178e6;0.0;1.0;1033.0;11082.0;0.0;0.0
72;0.0;7292.28;3237.03;14079.22;0.0;803.69;49820.53;1200.0;0.0;0.0;0.0;9.74541178e6;0.0;1.0;1034.0;11167.0;0.0;0.0
73;0.0;7175.77;3185.32;13133.71;0.0;502.92;50720.53;1200.0;0.0;0.0;0.0;9.74541178e6;0.0;1.0;1030.0;10694.0;0.0;0.0
74;0.0;7477.33;3319.18;12542.04;287.51;0.0;51620.53;1200.0;0.0;0.0;0.0;9.74541178e6;0.0;1.0;1027.0;10336.0;0.0;0.0
75;0.0;7221.46;3205.6;12786.42;211.06;0.0;52520.53;1200.0;0.0;0.0;0.0;9.74541178e6;0.0;1.0;1025.0;10041.0;0.0;0.0
76;0.0;7294.56;3238.05;12965.82;761.61;0.0;53420.53;1200.0;0.0;0.0;0.0;9.74541178e6;0.0;1.0;1024.0;9595.0;0.0;0.0
77;0.0;7226.03;3207.63;13613.19;744.65;0.0;54320.53;1200.0;0.0;0.0;0.0;9.74541178e6;0.0;1.0;1023.0;9512.0;0.0;0.0
78;0.0;7671.51;3405.38;14246.14;886.89;0.0;55220.53;1200.0;0.0;0.0;0.0;9.74541178e6;0.0;1.0;1022.0;10012.0;0.0;0.0
79;0.0;7804.02;3464.19;15000.0;0.0;85.79;56120.53;1200.0;0.0;0.0;0.0;9.74541178e6;0.0;1.0;1028.0;11182.0;0.0;0.0
80;0.0;8091.87;3591.97;14899.07;0.0;270.16;57020.53;1200.0;0.0;430.0;0.0;9.74455178e6;0.0;1.0;1038.0;12222.0;0.0;0.0
81;16.0;8037.04;3567.63;14581.24;0.0;221.32;57920.53;1200.0;0.0;860.0;0.0;9.74283178e6;0.0;1.0;1040.0;12542.0;0.0;0.0
82;108.0;8034.76;3566.62;14320.86;0.0;140.62;58820.53;1200.0;0.0;860.0;0.0;9.74111178e6;0.0;1.0;1037.0;12547.0;0.0;0.0
83;305.0;7685.22;3411.46;14155.42;0.0;442.32;59720.53;1200.0;0.0;860.0;0.0;9.73939178e6;0.0;1.0;1034.0;12538.0;0.0;0.0
84;493.0;7502.46;3330.33;13635.05;0.0;0.0;60620.53;1200.0;0.0;1459.21;0.0;9.73647336e6;0.0;1.0;1036.0;12621.0;0.0;0.0
85;567.0;7614.4;3380.02;13635.05;0.0;0.0;61520.53;1200.0;0.0;1218.58;0.0;9.73403621e6;0.0;1.0;1036.0;12616.0;0.0;0.0
86;560.0;7680.65;3409.43;13635.05;0.0;0.0;62420.53;1200.0;0.0;885.91;0.0;9.73226438e6;0.0;1.0;1035.0;12371.0;0.0;0.0
87;483.0;7614.4;3380.02;13635.05;0.0;0.0;63320.53;1200.0;0.0;838.58;0.0;9.73058723e6;0.0;1.0;1038.0;12154.0;0.0;0.0
88;296.0;6993.0;3104.19;13635.05;369.87;0.0;64220.53;1200.0;0.0;2096.68;0.0;9.72639386e6;0.0;1.0;1039.0;11959.0;0.0;0.0
89;85.0;6456.13;2865.87;13949.44;295.01;0.0;65120.53;1200.0;0.0;3010.0;0.0;9.72037386e6;0.0;1.0;1039.0;11961.0;0.0;0.0
90;11.0;6277.94;2786.77;14200.2;284.71;0.0;66020.53;1200.0;0.0;3870.0;0.0;9.71263386e6;0.0;1.0;1038.0;12499.0;0.0;0.0
91;0.0;6097.46;2706.66;14442.2;0.0;96.88;66920.53;1200.0;0.0;4300.0;0.0;9.70403386e6;0.0;1.0;1037.0;13038.0;0.0;0.0
92;0.0;5944.4;2638.71;14328.22;3.11;0.0;67820.53;1200.0;0.0;4300.0;0.0;9.69543386e6;0.0;1.0;1036.0;12716.0;0.0;0.0
93;0.0;5939.83;2636.68;14330.86;422.51;0.0;68720.53;1200.0;0.0;3870.0;0.0;9.68769386e6;0.0;1.0;1033.0;11857.0;0.0;0.0
94;0.0;5389.25;2392.28;14689.99;0.0;100.47;69620.53;1200.0;0.0;3440.0;0.0;9.68081386e6;0.0;1.0;1033.0;11155.0;0.0;0.0
95;0.0;5821.03;2583.95;14571.8;449.98;0.0;70520.53;1200.0;0.0;3440.0;0.0;9.67393386e6;0.0;1.0;1032.0;11227.0;0.0;0.0
96;0.0;5615.42;2492.68;14954.28;42.1;0.0;71420.53;1200.0;0.0;3440.0;0.0;9.66705386e6;0.0;1.0;1033.0;11339.0;0.0;0.0
97;0.0;6652.61;2953.08;14990.06;11.69;0.0;72320.53;1200.0;0.0;1290.0;0.0;9.66447386e6;0.0;1.0;1030.0;10714.0;0.0;0.0
98;0.0;6664.03;2958.15;15000.0;0.0;57.82;73220.53;1200.0;0.0;860.0;0.0;9.66275386e6;0.0;1.0;1027.0;10367.0;0.0;0.0
99;0.0;6693.73;2971.34;14931.98;0.0;159.1;74120.53;1189.17;0.0;430.0;0.0;9.66189386e6;0.0;1.0;1025.0;10090.0;0.0;0.0
100;0.0;6737.13;2990.61;14744.8;0.0;111.26;75012.4;1200.0;0.0;0.0;0.0;9.66189386e6;0.0;1.0;1024.0;9663.0;0.0;0.0
101;0.0;7022.7;3117.37;14613.91;368.07;0.0;75912.4;1200.0;0.0;0.0;0.0;9.66189386e6;0.0;1.0;1023.0;9595.0;0.0;0.0
102;0.0;6885.63;3056.52;14926.77;86.15;0.0;76812.4;1200.0;0.0;430.0;0.0;9.66103386e6;0.0;1.0;1022.0;10108.0;0.0;0.0
103;0.0;6654.89;2954.1;15000.0;0.0;0.0;77712.4;1061.99;0.0;1720.0;0.0;9.65759386e6;0.0;1.0;1028.0;11295.0;0.0;0.0
104;0.0;6038.06;2680.29;15000.0;0.0;0.0;78508.89;842.35;0.0;3440.0;0.0;9.65071386e6;0.0;1.0;1038.0;12354.0;0.0;0.0
105;19.0;4761.0;2113.4;15000.0;0.0;0.0;79140.66;0.0;912.6;3870.0;0.0;9.64297386e6;0.0;1.0;1040.0;12716.0;0.0;0.0
106;118.0;4004.81;1777.73;15000.0;-0.0;0.0;78228.06;0.0;1167.45;4300.0;340.0;9.63369386e6;0.0;1.0;1037.0;12745.0;0.0;0.0
107;359.0;3374.28;1497.84;15000.0;0.0;632.88;77060.6;0.0;1200.0;4300.0;340.0;9.62441386e6;0.0;1.0;1034.0;12738.0;0.0;0.0
108;493.0;3116.12;1383.24;14255.43;0.0;865.63;75860.6;0.0;1200.0;4300.0;425.0;9.61496386e6;0.0;1.0;1036.0;12819.0;0.0;0.0
109;570.0;3013.32;1337.61;13237.04;0.0;935.07;74660.6;0.0;1200.0;4300.0;425.0;9.60551386e6;0.0;1.0;1036.0;12817.0;0.0;0.0
110;558.0;3013.32;1337.61;12136.96;0.0;724.07;73460.6;0.0;1200.0;4300.0;425.0;9.59606386e6;0.0;1.0;1035.0;12593.0;0.0;0.0
111;476.0;2867.11;1272.71;11285.11;0.0;835.19;72260.6;0.0;1200.0;4300.0;425.0;9.58661386e6;0.0;1.0;1038.0;12414.0;0.0;0.0
112;322.0;2757.45;1224.03;10302.54;0.0;1063.52;71060.6;0.0;1200.0;4300.0;340.0;9.57733386e6;0.0;1.0;1039.0;12246.0;0.0;0.0
113;93.0;2325.67;1032.36;9051.34;0.0;1934.97;69860.6;0.0;1200.0;4300.0;340.0;9.56805386e6;0.0;1.0;1039.0;12265.0;0.0;0.0
114;10.0;2371.36;1052.64;6774.91;0.0;2457.99;68660.6;0.0;1200.0;4300.0;425.0;9.55860386e6;0.0;1.0;1038.0;12855.0;0.0;0.0
115;0.0;2024.11;898.5;3883.15;0.0;3300.68;67460.6;0.0;1200.0;4300.0;340.0;9.54932386e6;353.71;1.0;1038.0;13455.0;0.0;0.0
116;0.0;1816.22;806.22;0.0;0.0;-0.0;66260.6;0.0;1200.0;4300.0;425.0;9.53987386e6;3623.57;1.0;1036.0;13207.0;0.0;0.0
117;0.0;1848.2;820.41;0.0;0.0;-0.0;65060.6;0.0;1200.0;4300.0;425.0;9.53042386e6;2662.39;1.0;1033.0;12289.0;0.0;0.0
118;0.0;1638.02;727.12;0.0;0.0;-0.0;63860.6;0.0;1200.0;4300.0;425.0;9.52097386e6;2200.86;1.0;1033.0;11524.0;0.0;0.0
119;0.0;1635.74;726.1;0.0;0.0;-0.0;62660.6;0.0;1200.0;4300.0;340.0;9.51169386e6;2354.16;1.0;1032.0;11588.0;0.0;0.0
120;0.0;1690.57;750.44;-0.0;0.0;0.0;61460.6;0.0;1200.0;4300.0;425.0;9.50224386e6;2288.99;1.0;1033.0;11688.0;0.0;0.0
121;0.0;1770.53;785.93;0.0;0.0;-0.0;60260.6;0.0;1200.0;4300.0;340.0;9.49296386e6;1638.54;1.0;1031.0;11066.0;0.0;0.0
122;0.0;1928.16;855.91;-0.0;0.0;0.0;59060.6;0.0;1200.0;4300.0;425.0;9.48351386e6;982.93;1.0;1028.0;10720.0;0.0;0.0
123;0.0;1992.13;884.3;0.0;0.0;-0.0;57860.6;0.0;1200.0;4300.0;425.0;9.47406386e6;614.57;1.0;1027.0;10443.0;0.0;0.0
124;0.0;1743.11;773.76;0.0;0.0;-0.0;56660.6;0.0;1200.0;4300.0;340.0;9.46478386e6;627.12;1.0;1026.0;10010.0;0.0;0.0
125;0.0;2069.8;918.78;0.0;0.0;-0.0;55460.6;0.0;1200.0;4300.0;340.0;9.45550386e6;81.42;1.0;1024.0;9934.0;0.0;0.0
126;0.0;2327.96;1033.38;0.0;0.0;-0.0;54260.6;0.0;1200.0;4300.0;340.0;9.44622386e6;217.67;1.0;1023.0;10442.0;0.0;0.0
127;0.0;2659.21;1180.42;0.0;0.0;-0.0;53060.6;0.0;1200.0;4300.0;340.0;9.43694386e6;903.36;1.0;1029.0;11612.0;0.0;0.0
128;0.0;2723.18;1208.82;0.0;0.0;-0.0;51860.6;0.0;1200.0;4300.0;425.0;9.42749386e6;1766.0;1.0;1039.0;12662.0;0.0;0.0
129;17.0;2563.26;1137.83;0.0;0.0;-0.0;50660.6;0.0;1200.0;4300.0;340.0;9.41821386e6;2411.91;1.0;1042.0;13012.0;0.0;0.0
130;77.0;2035.53;903.57;0.0;0.0;-0.0;49460.6;0.0;1200.0;4300.0;425.0;9.40876386e6;3115.9;1.0;1038.0;13095.0;0.0;0.0
131;192.0;2204.59;978.61;0.0;0.0;-0.0;48260.6;0.0;1200.0;4300.0;425.0;9.39931386e6;2799.8;1.0;1036.0;13136.0;0.0;0.0
132;283.0;2421.62;1074.96;-0.0;0.0;0.0;47060.6;0.0;1200.0;4300.0;340.0;9.39003386e6;2633.42;1.0;1037.0;13290.0;0.0;0.0
133;325.0;2407.91;1068.87;0.0;0.0;-0.0;45860.6;0.0;1200.0;4300.0;425.0;9.38058386e6;2566.22;1.0;1037.0;13330.0;0.0;0.0
134;388.0;2627.23;1166.22;0.0;0.0;-0.0;44660.6;0.0;1200.0;4300.0;425.0;9.37113386e6;1969.54;1.0;1037.0;13113.0;0.0;0.0
135;359.0;3070.43;1362.96;0.0;0.0;-0.0;43460.6;0.0;1200.0;4300.0;425.0;9.36168386e6;1117.6;1.0;1039.0;12874.0;0.0;0.0
136;274.0;2985.91;1325.44;0.0;0.0;-0.0;42260.6;0.0;1200.0;4300.0;425.0;9.35223386e6;1132.65;1.0;1041.0;12684.0;0.0;0.0
137;81.0;3312.6;1470.46;-0.0;0.0;0.0;41060.6;0.0;1200.0;4300.0;425.0;9.34278386e6;856.95;1.0;1041.0;12687.0;0.0;0.0
138;15.0;3292.03;1461.33;0.0;0.0;-0.0;39860.6;0.0;1200.0;4300.0;425.0;9.33333386e6;1505.63;1.0;1040.0;13239.0;0.0;0.0
139;0.0;3052.16;1354.85;0.0;0.0;-0.0;38660.6;0.0;1200.0;4300.0;425.0;9.32388386e6;2361.99;1.0;1038.0;13732.0;0.0;0.0
140;0.0;3027.03;1343.69;0.0;0.0;-0.0;37460.6;0.0;1200.0;4300.0;340.0;9.31460386e6;2318.28;1.0;1037.0;13566.0;0.0;0.0
141;0.0;3244.06;1440.03;0.0;0.0;-0.0;36260.6;0.0;1200.0;4300.0;340.0;9.30532386e6;1085.91;1.0;1034.0;12644.0;0.0;0.0
142;0.0;3561.61;1581.0;0.0;149.61;0.0;35060.6;0.0;1200.0;4300.0;340.0;9.29604386e6;0.0;1.0;1034.0;11867.0;0.0;0.0
143;0.0;3870.03;1717.9;127.17;157.93;0.0;33860.6;0.0;1200.0;4300.0;0.0;9.28744386e6;0.0;1.0;1033.0;11963.0;0.0;0.0
144;0.0;3881.45;1722.97;261.4;49.42;0.0;32660.6;0.0;1200.0;4300.0;0.0;9.27884386e6;0.0;1.0;1035.0;12090.0;0.0;0.0
145;0.0;3600.45;1598.24;303.41;0.0;0.0;31460.6;0.0;1159.32;4300.0;0.0;9.27024386e6;0.0;1.0;1032.0;11690.0;0.0;0.0
146;0.0;3771.79;1674.29;303.41;446.61;0.0;30301.29;0.0;1081.53;4300.0;0.0;9.26164386e6;0.0;1.0;1029.0;11410.0;0.0;0.0
147;0.0;3838.04;1703.7;683.03;887.74;0.0;29219.76;0.0;1200.0;4300.0;0.0;9.25304386e6;0.0;1.0;1027.0;11181.0;0.0;0.0
148;0.0;4073.35;1808.16;1437.61;1591.51;0.0;28019.76;0.0;1200.0;4300.0;0.0;9.24444386e6;0.0;1.0;1027.0;10817.0;0.0;0.0
149;0.0;4489.14;1992.72;2790.39;1019.86;0.0;26819.76;0.0;0.0;4300.0;0.0;9.23584386e6;0.0;1.0;1025.0;10787.0;0.0;0.0
150;0.0;4525.69;2008.95;3657.27;521.64;0.0;26819.76;0.0;0.0;4300.0;0.0;9.22724386e6;0.0;1.0;1025.0;11338.0;0.0;0.0
151;0.0;4539.4;2015.03;4100.67;0.0;0.0;26819.76;0.0;672.57;4300.0;0.0;9.21864386e6;0.0;1.0;1030.0;12557.0;0.0;0.0
152;0.0;4262.97;1892.33;4100.67;0.0;619.71;26147.19;0.0;1200.0;4300.0;340.0;9.20936386e6;0.0;1.0;1040.0;13655.0;0.0;0.0
153;21.0;4080.2;1811.2;3371.6;0.0;1098.6;24947.19;0.0;1200.0;4300.0;425.0;9.19991386e6;0.0;1.0;1043.0;13979.0;0.0;0.0
154;201.0;3975.11;1764.55;2079.13;0.0;416.29;23747.19;0.0;1200.0;4300.0;340.0;9.19063386e6;834.04;1.0;1039.0;14070.0;0.0;0.0
155;526.0;4459.44;1979.54;1589.38;0.0;0.0;22547.19;0.0;1200.0;4300.0;425.0;9.18118386e6;112.02;1.0;1037.0;14039.0;0.0;0.0
156;580.0;4317.8;1916.67;1589.38;0.0;0.0;21347.19;0.0;1200.0;4300.0;340.0;9.17190386e6;408.54;1.0;1038.0;14101.0;0.0;0.0
157;653.0;3865.46;1715.87;1589.38;0.0;0.0;20147.19;0.0;1200.0;4300.0;425.0;9.16245386e6;849.67;1.0;1038.0;14047.0;0.0;0.0
158;620.0;3675.84;1631.7;1589.38;0.0;0.0;18947.19;0.0;1200.0;4300.0;425.0;9.15300386e6;848.46;1.0;1038.0;13739.0;0.0;0.0
159;543.0;3794.64;1684.43;1589.38;0.0;0.0;17747.19;0.0;1200.0;4300.0;425.0;9.14355386e6;502.93;1.0;1040.0;13490.0;0.0;0.0
160;354.0;3748.94;1664.15;1589.38;0.0;0.0;16547.19;0.0;1200.0;4300.0;425.0;9.13410386e6;519.9;1.0;1042.0;13254.0;0.0;0.0
161;103.0;3936.28;1747.31;1589.38;0.0;0.0;15347.19;0.0;1200.0;4300.0;255.0;9.12499386e6;583.41;1.0;1042.0;13167.0;0.0;0.0
162;11.0;3819.77;1695.59;1589.38;0.0;0.0;14147.19;0.0;1200.0;4300.0;425.0;9.11554386e6;1180.65;1.0;1041.0;13673.0;0.0;0.0
